Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01008652,Dalry and Fountainbridge,City of Edinburgh,563,488,1723,25,5,3,2,1983,1262,2285,2786,6920,406,2,17%,93,16%,77,140,264,258,116,19%,5%,75,*,*,86,9%,8%,44,774,258,98,46%,17%,2.720127866,1.772579365,0.869237213,2.075617284,1.948637566,2.421901408,5.628628748,2.455996473,4.156622575,0%
S01008653,Dalry and Fountainbridge,City of Edinburgh,812,705,2697,39,8,4,2,3161,3453,3404,986,6919,1513,53,11%,89,8%,55,115,119,150,77,16%,10%,71,78%,4.25,94,5%,1%,32,399,257,60,38%,9%,2.343527047,2.249378655,1.211973684,1.078809524,1.927807018,2.607,3.685102339,4.053172515,4.835570175,0%
S01008654,Dalry and Fountainbridge,City of Edinburgh,949,849,3344,48,10,5,3,3121,2939,4160,4004,6886,1527,22,11%,106,9%,79,115,95,9,77,16%,5%,56,*,*,56,14%,3%,37,395,361,128,39%,14%,2.900037353,2.802838847,0.860312166,1.756904762,1.537748132,3.108709677,5.149850587,2.329306297,4.261824973,0%
S01008655,Dalry and Fountainbridge,City of Edinburgh,895,755,4282,62,13,7,4,4557.5,5115,4021,2582,6539,1012,237,6%,55,4%,31,70,64,63,119,12%,3%,112,71%,*,52,3%,4%,45,498,225,46,28%,6%,3.068165829,2.889758166,1.03093593,1.997307692,1.65361809,3.106351351,5.793935302,2.662273869,4.173272613,0%
S01008656,Dalry and Fountainbridge,City of Edinburgh,697,608,2068,30,6,3,2,2012,1675,2198,2643,6838,2455,7,16%,114,14%,85,150,168,144,128,16%,0%,94,*,*,95,0%,6%,19,276,310,83,48%,13%,3.288322981,3.191525621,0.859347826,2.089731183,1.291362578,3.5225,6.301265528,2.245248447,3.385807453,0%
S01008657,Dalry and Fountainbridge,City of Edinburgh,749,627,3322,48,10,5,3,3297,3110,3779,2764,5978,1182,1465,10%,78,9%,55,105,117,70,106,16%,0%,64,77%,5.43,59,6%,3%,34,460,78,43,12%,6%,3.601748021,3.302655013,1.639122691,2.981383929,1.804030343,3.742096774,7.03621372,4.233047493,4.319426121,0%
S01008658,Dalry and Fountainbridge,City of Edinburgh,1489,1335,3777,55,11,6,3,3697,3940,3613,3633,4469,2179,203,9%,131,6%,86,105,161,166,68,15%,0%,73,82%,6.00,79,27%,13%,46,306,244,74,27%,8%,3.654705221,2.463460846,2.226746175,3.025454545,3.024437444,2.644210526,7.472713771,7.161755176,7.05659541,16%
S01008659,Tollcross,City of Edinburgh,706,619,2842,41,9,5,3,3451,3650,2903,1736,5407,553,158,10%,69,7%,44,105,199,126,129,17%,6%,90,*,5.00,74,13%,3%,48,674,269,44,33%,5%,3.660866667,2.090748485,2.049181818,3.168636364,2.699478788,3.217173913,4.763887879,4.395766667,4.13970303,4%
S01008660,Tollcross,City of Edinburgh,874,761,4824,70,14,7,4,5687,5949,6131,4239,4861,36,284,4%,31,3%,21,40,72,69,103,11%,0%,57,*,*,37,0%,3%,177,2028,275,26,29%,3%,4.407051282,2.463090278,2.120996261,4.1235625,2.49610844,3.690673077,6.106415598,4.755229701,5.36488515,0%
S01008661,Tollcross,City of Edinburgh,1046,926,3782,55,11,6,3,3601,4291,4166,3751,6028,709,61,9%,96,6%,52,95,110,113,125,13%,0%,61,78%,5.40,60,5%,15%,62,591,263,76,35%,10%,3.851944444,2.158088384,2.146628788,4.20009901,2.316272727,1.916861702,5.213861111,4.513353535,4.342722222,0%
S01008662,Tollcross,City of Edinburgh,555,500,3498,51,11,6,3,3463,2575,3596,5701,6762,1387,208,10%,54,10%,52,110,51,62,184,15%,9%,67,*,*,71,4%,6%,23,420,151,29,29%,6%,3.588506711,1.988416107,1.922744966,3.145416667,1.257442953,3.005,3.831919463,3.764221477,2.009053691,0%
S01008663,Tollcross,City of Edinburgh,964,857,3086,45,9,5,3,3692,3864,2785,3009,6861,149,65,9%,85,7%,57,100,130,420,98,16%,14%,104,71%,5.00,71,4%,23%,109,1135,292,76,35%,9%,2.561495272,1.253475177,1.033330378,2.542616279,2.915141844,2.76942029,3.73,3.014739953,5.536264775,0%
S01008664,Tollcross,City of Edinburgh,807,703,4270,62,13,7,4,4536,4232.5,4371,3468,6792,901,267,6%,50,6%,41,90,46,98,83,16%,0%,62,82%,*,41,4%,2%,43,527,165,66,23%,9%,2.075648936,1.285496454,1.207695035,3.01884,2.987539007,3.284453125,2.972950355,2.285312057,4.885046099,0%
S01008665,Tollcross,City of Edinburgh,1415,1261,4569,66,14,7,4,3944,4528,4743,4770,6351,1874,113,8%,112,5%,65,75,139,120,118,14%,3%,52,83%,6.11,52,7%,11%,49,344,303,72,32%,8%,2.602934233,1.669993676,1.246722175,2.423562874,3.155012648,3.070576923,3.328389545,2.665526981,5.845560708,0%
S01008666,Meadows and Southside,City of Edinburgh,1106,1006,6742,97,20,10,5,6341,6816,6921,6782,6917,2554,143,2%,25,1%,13,20,10,12,54,11%,6%,45,87%,6.50,15,0%,26%,29,266,258,38,34%,5%,1.144572435,1.229278169,1.550301811,2.749529412,2.565186117,3.149756098,2.79278672,2.605030181,4.310442656,0%
S01008667,Meadows and Southside,City of Edinburgh,1056,897,4964,72,15,8,4,4555,5154,6091,5890,5422,354,584,6%,65,4%,36,60,10,0,28,14%,13%,55,79%,6.31,19,2%,10%,86,815,162,25,22%,3%,3.14761687,1.77304624,1.861671748,3.959333333,3.482939533,1.942941176,4.958180894,5.226351626,7.307332317,10%
S01008668,Meadows and Southside,City of Edinburgh,665,598,6043,87,18,9,5,5731,6122,6569,5212,4858,4421,62,3%,23,3%,15,45,43,116,74,9%,0%,33,*,*,32,7%,2%,9,137,181,69,32%,12%,2.602967742,3.185028226,2.25133871,2.451923077,3.165705645,6.26075,6.236967742,3.437612903,5.250403226,0%
S01008669,Meadows and Southside,City of Edinburgh,509,473,6580,95,19,10,5,6678,6919,6866,6521,4466,2245,193,2%,8,1%,4,25,23,48,119,9%,0%,33,*,*,37,0%,12%,15,299,201,7,35%,1%,2.968235294,2.869446367,2.324852941,2.069736842,2.746089965,6.292777778,5.704610727,3.649091696,4.04816609,17%
S01008670,Meadows and Southside,City of Edinburgh,826,759,5790,83,17,9,5,6383,6805,6450,4163,5276,818,133,2%,18,1%,10,40,36,0,82,13%,0%,51,78%,*,35,21%,17%,46,552,260,34,34%,4%,3.608796928,2.265085324,1.795449374,2.276455696,2.044539249,5.515,4.988265074,3.52519909,3.866382253,14%
S01008671,Meadows and Southside,City of Edinburgh,725,660,5967,86,18,9,5,5206,5946,6302,5556,6824,3056,117,5%,33,3%,19,50,29,34,78,11%,9%,44,*,*,56,0%,23%,16,224,246,52,33%,7%,4.326141811,1.684980027,1.045272969,2.272222222,1.277563249,5.053404255,4.17572237,2.425206391,3.108475366,0%
S01008672,Meadows and Southside,City of Edinburgh,781,663,6331,91,19,10,5,5863,6568,6532,6659,6812,1421,194,3%,25,2%,12,30,45,33,87,11%,20%,59,*,*,46,0%,12%,32,415,205,41,30%,6%,4.711556122,1.191720117,1.262146501,2.14825,1.510233236,5.345769231,3.310207726,3.355276968,3.899019679,0%
S01008673,Meadows and Southside,City of Edinburgh,1836,1603,4156,60,12,6,3,4168,4294,4834,5004,5147,548,58,7%,133,6%,91,85,81,43,79,13%,0%,58,77%,5.75,40,7%,33%,125,679,406,77,38%,7%,4.637171053,2.232507049,1.891907895,4.18008,2.695578008,2.476632653,6.598468045,5.813456297,6.806334586,1%
S01008674,"Old Town, Princes Street and Leith Street",City of Edinburgh,1221,1161,4105,59,12,6,3,5112,4850,5547,3471,5637,51,52,5%,58,4%,52,60,105,142,153,11%,0%,44,*,*,58,0%,0%,221,1809,284,81,36%,10%,5.598965969,1.092356021,1.394455497,4.425357143,3.415481675,2.985096154,2.881403141,3.258589005,5.751526178,8%
S01008675,"Old Town, Princes Street and Leith Street",City of Edinburgh,843,726,2592,38,8,4,2,3543,3130,3376,1666,4359,394,30,9%,79,9%,63,100,243,460,57,13%,10%,83,*,*,54,0%,3%,66,781,270,84,38%,12%,5.462913251,1.75954918,2.402342896,4.612166667,2.714351093,3.677,4.466666667,5.573200137,5.800621585,19%
S01008676,"Old Town, Princes Street and Leith Street",City of Edinburgh,705,604,3285,48,10,5,3,4221,3838,3817,3374,4176,13,1115,7%,50,7%,41,70,276,441,54,12%,13%,95,*,*,35,4%,1%,264,3750,114,28,17%,4%,4.832102054,2.304326059,2.368392169,3.295555556,3.249720796,3.915689655,6.310574454,5.385988447,6.549104621,6%
S01008677,"Old Town, Princes Street and Leith Street",City of Edinburgh,864,779,3201,46,10,5,3,4022,3789,5090,3775,3641,6,63,8%,66,7%,53,75,118,222,63,10%,0%,60,*,*,66,0%,1%,608,7035,256,70,35%,10%,7.096187576,2.538711937,1.72544458,3.049032258,3.58841961,5.474142857,6.814680268,3.5472838,6.652302071,9%
S01008678,"Old Town, Princes Street and Leith Street",City of Edinburgh,1456,1390,3815,55,11,6,3,4145,4402,4524,4840,4898,108,95,7%,107,5%,75,75,196,244,223,9%,0%,59,*,*,62,11%,16%,184,1266,253,47,35%,7%,6.34238125,1.1600875,1.671014583,3.728615385,3.632314583,3.571276596,3.9373875,4.82024375,6.095116667,25%
S01008679,"Old Town, Princes Street and Leith Street",City of Edinburgh,1431,1288,1059,16,4,2,1,1935,1182,735,1244,4601,26,48,17%,240,16%,211,210,307,709,143,18%,0%,108,*,*,95,29%,6%,328,2294,368,46,42%,5%,6.734046392,1.640478952,1.417476375,2.574383562,3.606076031,4.7,5.34119201,2.902646048,6.176299399,25%
S01008680,"Canongate, Southside and Dumbiedykes",City of Edinburgh,709,648,4134,60,12,6,3,4532,4663,4390,4638,6700,151,55,6%,44,5%,32,70,78,209,156,13%,0%,69,73%,*,90,0%,18%,80,1129,219,56,37%,9%,5.138993661,0.768946117,1.354100634,3.116979167,1.426402536,4.005851064,2.087662441,3.112991284,3.00586767,0%
S01008681,"Canongate, Southside and Dumbiedykes",City of Edinburgh,1347,1210,2868,42,9,5,3,3464,4181,3635,1472,6207,143,148,10%,131,6%,71,115,89,77,136,14%,6%,64,67%,5.20,86,25%,9%,155,1151,352,21,36%,2%,5.181256437,0.620149331,1.753756437,2.494625,2.022124099,5.130853659,1.790548404,5.100244593,5.523529866,10%
S01008682,"Canongate, Southside and Dumbiedykes",City of Edinburgh,906,792,3703,54,11,6,3,3755,4248,4086,2024,6174,2125,124,9%,78,6%,45,95,84,63,109,13%,9%,67,79%,4.43,64,0%,1%,28,313,260,48,33%,6%,4.732844828,1.521385696,1.889444444,2.002924528,2.202541507,6.314692308,4.549083653,5.433454662,6.096385696,0%
S01008683,"Canongate, Southside and Dumbiedykes",City of Edinburgh,2033,1800,2642,38,8,4,2,2878,3287,2956,1730,4190,1429,178,12%,246,8%,149,135,135,276,144,14%,3%,69,68%,4.95,119,7%,15%,84,414,329,68,31%,6%,6.307129385,1.618204831,1.890671741,3.658578947,3.025792522,5.46602459,5.956459298,5.504199206,8.111611516,10%
S01008684,"Canongate, Southside and Dumbiedykes",City of Edinburgh,1161,937,1544,23,5,3,2,2011,1783,2769,863,2577,604,328,16%,190,13%,126,140,172,201,112,16%,0%,72,70%,5.00,128,6%,1%,74,637,221,62,24%,7%,6.823438129,2.673080986,1.580213783,3.621872792,4.210339537,6.493820513,10.39274145,4.386292757,12.86565392,5%
S01008685,"Canongate, Southside and Dumbiedykes",City of Edinburgh,2224,2064,2611,38,8,4,2,3959,3634,3059,649,3747,1232,561,8%,175,7%,149,110,210,83,137,16%,0%,81,66%,3.71,99,11%,8%,100,451,157,46,20%,6%,6.308778049,2.534734146,1.889156098,1.696531532,4.2402,5.156714286,7.639060976,4.958090244,10.60373659,10%
S01008686,Abbeyhill,City of Edinburgh,1252,1005,2238,33,7,4,2,2229,2695,1539,2538,4473,1724,305,15%,189,10%,100,165,114,162,177,19%,17%,99,72%,6.08,98,18%,7%,46,364,228,73,24%,8%,4.8642108,2.656191589,2.35174974,1.904214286,3.158159398,3.338230769,5.223073728,5.691298027,7.994460021,21%
S01008687,Abbeyhill,City of Edinburgh,707,642,3976,57,12,6,3,3942,4302,5766,2949,2154,5391,37,8%,56,6%,36,60,120,49,47,12%,14%,48,63%,*,40,21%,11%,6,86,208,110,32%,17%,5.418946759,3.867611883,3.52371142,3.499433962,4.027704475,4.974782609,7.600987654,9.115570988,10.05114198,0%
S01008688,Abbeyhill,City of Edinburgh,948,716,3321,48,10,5,3,3541,3016,6262,1989,3348,2933,278,9%,89,9%,65,60,60,52,18,11%,5%,43,79%,*,51,4%,9%,22,235,181,80,22%,10%,4.639623326,3.348551897,3.00265067,2.907269939,3.506799665,4.306964286,7.14047433,8.646782924,9.662315848,0%
S01008689,Meadowbank and Abbeyhill North,City of Edinburgh,875,718,4713,68,14,7,4,4102,5280.5,4664,3587,6954,1932,155,7%,65,4%,27,70,61,43,80,14%,0%,76,*,*,37,5%,2%,29,336,207,120,24%,14%,4.839325581,1.470235465,0.779677326,2.406111111,1.454026163,1.826031746,3.950151163,2.527837209,4.594093023,0%
S01008690,Meadowbank and Abbeyhill North,City of Edinburgh,1026,835,6096,88,18,9,5,5703.5,6094,6156,4941,5901,3294,479,4%,36,3%,22,40,39,50,74,14%,1%,57,72%,6.18,45,0%,11%,21,207,193,78,19%,8%,4.280181818,2.705934343,2.12610101,3.047556391,1.159861111,3.170633803,6.511929293,6.543085859,3.743757576,2%
S01008691,Meadowbank and Abbeyhill North,City of Edinburgh,1209,1025,3298,48,10,5,3,3394,3084,4523,3411,4570,1108,142,10%,121,9%,91,100,45,70,61,15%,4%,58,85%,4.83,49,5%,7%,58,478,268,136,26%,13%,3.149245238,3.365638095,2.913771429,2.501767241,2.745690476,4.03032967,6.840835714,8.05512381,7.836740476,0%
S01008692,Meadowbank and Abbeyhill North,City of Edinburgh,1381,1034,3833,55,11,6,3,3834,3626,5183,2352,4936,3435,268,8%,115,7%,75,70,114,31,34,15%,3%,58,72%,4.63,67,4%,11%,27,198,159,46,25%,7%,2.711540146,3.355131387,2.819014599,2.452389706,2.436689781,4.425504202,6.655660584,7.829620438,6.705788321,0%
S01008693,Meadowbank and Abbeyhill North,City of Edinburgh,454,282,5348,77,16,8,4,5464.5,4644.5,5402,3837,4060,4081,4096,4%,18,5%,14,55,73,35,76,13%,0%,67,86%,5.58,81,0%,3%,7,156,38,6,8%,1%,2.62286961,3.512176591,2.673778234,1.829926471,3.503855236,5.034081633,8.930564682,8.360451745,9.256848049,0%
S01008694,Willowbrae and Duddingston Village,City of Edinburgh,897,705,5261,76,16,8,4,5194,5401,6101,4260,2639,4239.5,569.5,5%,41,4%,25,45,119,20,80,10%,2%,58,90%,5.33,56,3%,5%,13,147,188,72,19%,7%,2.9710125,3.792595,3.7833075,4.2441875,3.7394825,5.339235294,6.788395,7.58035,9.524,0%
S01008695,Willowbrae and Duddingston Village,City of Edinburgh,701,528,5354,77,16,8,4,4371,5351,6123,5078,5040,1848,2143,7%,47,4%,19,50,0,0,79,13%,3%,69,83%,5.79,41,4%,17%,24,347,83,23,12%,3%,1.335,2.156845661,2.501255334,3.046971831,4.814100284,5.701597222,4.854352774,5.548499289,9.311194879,0%
S01008696,Willowbrae and Duddingston Village,City of Edinburgh,634,430,6590,95,19,10,5,6294,5848,6649,5441,4021,6206,4150,2%,15,3%,13,30,50,22,80,11%,0%,53,87%,5.58,37,4%,21%,3,48,41,19,6%,3%,1.779233333,2.600777778,2.945359259,2.941470588,4.463633333,5.271711712,7.105592593,7.795118519,11.16364815,0%
S01008697,Willowbrae and Duddingston Village,City of Edinburgh,1039,662,6310,91,19,10,5,5930,6210,6354,6277,3021,3041,4762,3%,32,2%,16,40,36,0,65,12%,8%,62,94%,6.10,36,3%,12%,23,224,59,19,6%,2%,1.844459396,2.854846553,3.382877715,2.664896373,5.66835458,4.95952381,9.354036827,9.48598678,12.44508971,0%
S01008698,Willowbrae and Duddingston Village,City of Edinburgh,504,319,6322,91,19,10,5,6570,6145,5702,5761,3914,1885,5615,2%,9,3%,8,40,14,100,98,12%,0%,95,85%,6.19,40,2%,15%,17,342,27,0,5%,0%,1.410365854,2.76550813,3.40050813,2.350747664,6.082825203,4.32652439,7.393943089,8.425711382,11.79392276,0%
S01008699,Willowbrae and Duddingston Village,City of Edinburgh,868,544,2300,33,7,4,2,1972,2650.5,2885,1894,2986,3258,1370,17%,144,10%,55,105,132,150,119,19%,0%,93,71%,5.05,115,6%,11%,18,210,134,37,15%,4%,2.020214521,3.359708471,4.005566557,2.224056604,5.812907041,3.363302752,9.49820132,11.49935094,12.21230473,0%
S01008700,Willowbrae and Duddingston Village,City of Edinburgh,542,332,5729,83,17,9,5,6469,6201,6190,5474,1646,1329,4330,2%,11,2%,8,40,34,136,53,12%,0%,65,*,5.60,60,0%,18%,23,430,30,18,5%,3%,3.526542179,4.654525483,5.328220562,2.913532609,5.844797891,3.172,11.09126977,12.68918278,11.44934095,0%
S01008701,Craigmillar,City of Edinburgh,831,618,1172,17,4,2,1,1110,1372,1158,1277,2630,1491,809,23%,187,15%,95,170,181,190,142,20%,5%,129,71%,5.52,189,7%,7%,33,402,89,2,22%,1%,6.257335859,3.448270202,4.135896465,3.254227642,3.503131313,4.413785714,7.63770202,8.412727273,7.874090909,0%
S01008702,Craigmillar,City of Edinburgh,684,548,2134,31,7,4,2,2150,4142,5199,553,3012,315,111,15%,106,6%,33,110,34,0,34,13%,7%,53,68%,5.00,119,10%,0%,58,844,213,20,36%,3%,5.439267979,3.272855308,5.32984589,3.678901099,2.525398116,4.530294118,5.779340753,8.778523116,5.192851027,0%
S01008703,Craigmillar,City of Edinburgh,1128,738,462,7,2,1,1,223,681,650,719,4096,1144,1008,34%,386,20%,144,210,126,209,176,21%,5%,138,69%,5.12,201,9%,7%,53,467,185,20,19%,2%,4.716391461,3.012070473,5.068158436,2.657617801,2.265326646,4.88209607,5.706105967,8.562497428,5.172350823,0%
S01008704,Craigmillar,City of Edinburgh,1335,944,1380,20,4,2,1,2168,1980,1036,876,3741,69,1420,15%,206,13%,119,165,106,188,718,20%,3%,136,78%,4.77,170,10%,4%,208,1556,122,8,17%,1%,6.116424542,2.227894922,3.653110014,3.415569307,2.157856135,4.043868778,5.895310296,8.23651622,6.053102962,29%
S01008705,Craigmillar,City of Edinburgh,523,333,1064,16,4,2,1,795,1160,1307,1113,6684,686,1898,26%,134,17%,55,185,49,134,137,22%,18%,107,78%,5.14,173,9%,3%,31,600,77,2,16%,0%,6.302275,1.484045,3.17517,1.369158163,1.383055,2.849948454,4.77536,7.650105,4.52928,0%
S01008706,Niddrie,City of Edinburgh,610,399,485,7,2,1,1,566,462,612,325,5442,1087,842,28%,171,22%,88,235,133,216,160,18%,5%,123,61%,4.73,214,6%,9%,29,482,130,1,23%,0%,5.46139948,2.804675043,1.085658579,2.043259804,3.798505199,4.156934307,6.466031196,3.524870017,7.691750433,0%
S01008707,Niddrie,City of Edinburgh,953,616,173,3,1,1,1,85,251,228,276,4669,1478,1212,40%,379,25%,155,270,133,346,224,23%,3%,129,67%,5.17,220,11%,2%,38,404,165,6,19%,1%,5.908976218,2.370156613,2.089454756,3.284226044,3.397389791,3.429833333,6.155957077,6.755342227,7.094846288,0%
S01008708,Niddrie,City of Edinburgh,1043,649,164,3,1,1,1,216,133,174,292,3904,986,1112,34%,359,28%,183,225,420,468,278,27%,3%,147,64%,4.71,184,7%,3%,53,505,137,40,16%,5%,6.281557112,2.589498922,2.563768858,3.363543046,3.59658944,3.324262295,5.535684267,6.21112069,6.542594289,2%
S01008709,Niddrie,City of Edinburgh,734,476,756,11,3,2,1,726,1041,886,375,4201,1762,676,26%,193,17%,80,225,86,137,90,21%,9%,115,66%,5.06,231,4%,4%,26,359,174,13,23%,2%,5.360976409,2.902060944,1.556192661,3.465700758,3.928738532,4.001114458,7.227712975,5.014941022,8.45482962,0%
S01008710,Niddrie,City of Edinburgh,452,289,393,6,2,1,1,444,594,704,242,3230,290,463,30%,134,20%,59,230,166,246,89,19%,5%,121,60%,4.65,181,11%,6%,40,874,133,4,27%,1%,6.080247976,3.602140688,1.545247976,3.211554622,4.622950405,5.166058824,7.731376518,3.905242915,9.002510121,0%
S01008711,Niddrie,City of Edinburgh,785,470,664,10,2,1,1,690,938,1104,322,3418,562,1190,27%,210,18%,83,180,110,145,156,24%,12%,112,65%,5.10,200,6%,1%,53,671,129,12,18%,2%,3.227503541,2.868877479,2.782542493,4.906089494,3.825247875,4.88772,5.736260623,6.924029745,9.263194051,0%
S01008712,"Bingham, Magdalene and The Christians",City of Edinburgh,1124,615,90,2,1,1,1,167,48,299,102,4235,867,943,36%,405,32%,197,220,147,444,150,32%,5%,135,57%,4.65,211,12%,7%,61,541,217,10,21%,1%,3.848444882,1.804225722,2.864838145,3.856566265,4.683930446,4.300235294,4.086367017,7.022797463,9.600905512,0%
S01008713,"Bingham, Magdalene and The Christians",City of Edinburgh,669,419,248,4,1,1,1,151,341,672,124,6127,1953,778,36%,244,24%,100,200,71,559,113,26%,5%,133,59%,4.75,177,9%,2%,22,333,127,21,20%,3%,2.940582677,1.593377953,1.709322835,2.550800712,3.33419685,2.9095,5.371354331,6.488830709,9.96376378,0%
S01008714,"Bingham, Magdalene and The Christians",City of Edinburgh,565,366,1624,24,5,3,2,1894,1108,1977,1507,6432,1635,1207,17%,96,17%,61,140,195,171,98,18%,0%,119,70%,5.27,142,0%,2%,21,377,88,22,16%,4%,2.905897887,1.589058099,1.321993838,3.087884615,3.158314261,2.462318841,5.073371479,5.117711268,9.885462148,0%
S01008715,"Bingham, Magdalene and The Christians",City of Edinburgh,763,471,1142,17,4,2,1,1233,1304,1734,511,4830,762,1222,21%,164,16%,74,160,62,136,117,22%,0%,112,59%,4.92,156,4%,4%,44,571,131,20,17%,3%,3.137470511,2.497588467,2.274125164,1.966736527,2.744865662,3.281210938,9.497051114,8.033669725,11.75639581,0%
S01008716,"Bingham, Magdalene and The Christians",City of Edinburgh,568,335,1098,16,4,2,1,1282,1054,1624,426,3729,2757,2152,21%,120,17%,56,150,191,87,105,24%,5%,108,68%,4.77,154,11%,1%,14,250,77,5,14%,1%,3.704633028,2.903123853,2.236981651,3.70183908,3.248522936,3.231166667,9.924678899,7.933807339,12.8126055,0%
S01008717,"Jewel, Brunstane and Newcraighall",City of Edinburgh,428,290,4316,62,13,7,4,3335,4726,4859,2525,6504,2387,4158,10%,44,5%,14,80,19,0,69,13%,15%,80,78%,5.33,91,5%,5%,12,284,35,4,8%,1%,1.302914773,2.383943182,1.468767045,4.6425,2.0260625,4.016,5.032704545,4.162477273,6.647590909,0%
S01008718,"Jewel, Brunstane and Newcraighall",City of Edinburgh,621,403,4571,66,14,7,4,4503,4792,4538,2421,6541,2005,1520,6%,39,5%,18,80,40,0,90,16%,4%,74,67%,5.50,101,0%,6%,20,326,71,20,14%,4%,1.505955882,1.803593137,1.631789216,4.431357143,2.228377451,3.471139241,4.506735294,5.116960784,7.600019608,0%
S01008719,"Jewel, Brunstane and Newcraighall",City of Edinburgh,1086,723,3856,56,12,6,3,3369,4977,3884,2125,3883,2601,2651,10%,110,4%,31,80,100,14,121,15%,5%,92,71%,5.56,121,4%,6%,28,261,111,23,11%,2%,3.2738335,3.049700897,2.687372881,4.485960145,2.820844965,4.790828877,7.183659023,7.147574776,8.377532403,0%
S01008720,"Jewel, Brunstane and Newcraighall",City of Edinburgh,892,603,2941,43,9,5,3,3532,4052,2991,1592,2506,1215,1095,9%,84,6%,38,105,67,62,100,21%,4%,99,75%,5.00,127,6%,4%,41,454,85,20,17%,4%,3.044109252,4.814670276,2.836200787,3.132160494,2.341619094,6.190426829,12.22937008,11.63961122,7.389665354,4%
S01008721,"Jewel, Brunstane and Newcraighall",City of Edinburgh,829,607,5786,83,17,9,5,6457,6129,6274,4812,1239,3662,5347,2%,17,3%,15,45,26,0,61,13%,3%,60,85%,5.73,54,1%,12%,15,183,44,5,5%,1%,3.476100124,4.7509178,3.269397404,4.799119497,3.017861557,5.280074627,19.60625464,15.82318294,17.86406675,0%
S01008722,Joppa,City of Edinburgh,1058,562,4538,66,14,7,4,4403,4120,3669,5528,2668,2633,5279,7%,70,6%,34,90,101,35,86,16%,7%,89,90%,5.90,51,2%,12%,27,259,50,16,5%,2%,2.964387996,3.479742439,3.536902174,4.786345708,3.394659735,5.435989399,9.093468809,7.550956994,9.294638469,0%
S01008723,Joppa,City of Edinburgh,807,580,5530,80,16,8,4,5186,5362.5,6188,4568,2358,4887,4377,5%,37,4%,21,50,15,19,63,14%,0%,54,82%,5.81,45,0%,4%,9,113,46,6,7%,1%,3.109054653,4.323626292,2.898733383,4.140675676,2.651569424,4.768518519,13.7434712,9.75767356,13.11528065,0%
S01008724,Joppa,City of Edinburgh,1024,592,5828,84,17,9,5,5321,5345,4571,6421,3832,4040,4993,4%,44,4%,22,65,63,16,95,17%,4%,77,93%,6.21,51,0%,17%,16,158,53,11,6%,1%,3.003540806,2.858032025,2.767807335,4.127819549,2.548254132,4.660904255,9.06339876,8.588455579,9.966100207,0%
S01008725,Joppa,City of Edinburgh,814,515,5246,76,16,8,4,5209,4086,4618,6154,4173,3417.5,3041,5%,37,6%,31,55,127,74,105,14%,8%,82,90%,6.04,53,0%,21%,16,199,66,24,9%,3%,3.921259973,1.935422207,3.017589761,4.946758794,2.882466755,5.897715517,5.36971742,6.83162234,6.90359375,0%
S01008726,Joppa,City of Edinburgh,596,371,6907,100,20,10,5,6822.5,6822,6913,6351,4881,2683,6737,1%,7,1%,5,20,6,0,49,13%,0%,51,89%,6.20,16,4%,12%,15,255,8,4,1%,1%,3.690233161,1.640224525,2.706234888,4.43240458,2.553087219,5.332282609,5.54492228,7.742305699,7.822305699,0%
S01008727,Joppa,City of Edinburgh,1097,651,6240,90,18,9,5,5156,5885,5345,6568,5997,3357,3556,5%,51,3%,19,55,24,14,144,16%,7%,59,91%,6.19,40,3%,44%,22,203,71,37,7%,4%,4.878618421,1.221649274,2.269947822,4.126596154,2.135549002,5.229746193,3.580907441,5.861935118,5.942270871,0%
S01008728,Portobello,City of Edinburgh,639,405,2839,41,9,5,3,2533,2854,3476,1859,6765,2381,975,14%,87,10%,39,105,84,46,90,17%,0%,83,72%,5.31,95,6%,4%,18,285,105,14,19%,3%,5.050276268,0.917015399,1.639497283,3.571768293,1.505561594,4.69838843,3.198224638,4.697282609,4.777934783,0%
S01008729,Portobello,City of Edinburgh,709,465,6014,87,18,9,5,5351,5832,5484,6364,6295,1198,3570,4%,30,3%,14,45,58,21,98,15%,5%,71,90%,6.23,27,4%,19%,32,457,58,19,8%,3%,5.096084459,1.498246622,1.394327703,3.017824859,1.407966216,3.965865385,4.231760135,3.663283784,3.743283784,1%
S01008730,Portobello,City of Edinburgh,865,636,3667,53,11,6,3,2768,3416,4443,3611,6484,3419,454,13%,109,8%,50,85,37,28,99,16%,7%,64,87%,4.96,61,5%,10%,17,199,150,72,19%,9%,5.976348315,1.814569288,1.235942572,2.596574468,1.745789638,4.809166667,4.750149813,3.823333333,4.271885144,0%
