Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01008935,Silverknowes and Davidson's Mains,City of Edinburgh,959,552,6276,90,18,9,5,6117,6532.5,6031,6026,3918,1436,4390,3%,26,2%,11,40,34,16,67,14%,0%,71,93%,6.00,48,1%,11%,40,412,54,20,6%,2%,4.437483203,3.39387458,1.909818029,3.334468085,2.213608623,3.811022727,11.48412374,8.453073908,9.683129899,0%
S01008936,Silverknowes and Davidson's Mains,City of Edinburgh,399,240,6954,100,20,10,5,6707,6543,6787,6745,6064,4144,6938,2%,6,2%,5,35,0,0,64,11%,0%,48,*,6.36,25,2%,31%,6,152,0,3,0%,1%,3.733469773,1.970232997,1.175258186,2.150865385,1.770346348,4.7536,5.715025189,4.501826196,4.518765743,3%
S01008937,Silverknowes and Davidson's Mains,City of Edinburgh,989,624,5984,86,18,9,5,5387.5,5806,5515,5954,6030,1686,2283,4%,41,3%,19,50,112,16,83,13%,0%,70,93%,6.00,51,2%,13%,36,369,94,27,11%,3%,4.642563177,2.581037906,1.049879663,2.484297297,1.372126955,4.620752212,5.44089651,2.978507822,3.548790614,4%
S01008938,Silverknowes and Davidson's Mains,City of Edinburgh,813,476,6440,93,19,10,5,5738,6266,5530,6286,3256,5917,6396,3%,28,2%,11,50,79,19,55,12%,15%,77,91%,5.90,32,1%,22%,5,62,21,4,3%,1%,5.15998,3.449673333,2.66441,3.892996324,2.667646667,3.45515,10.89699,8.92486,9.74072,0%
S01008939,Silverknowes and Davidson's Mains,City of Edinburgh,780,481,6439,93,19,10,5,6456,6797,6425,6099,3135,1561,5210,2%,16,1%,7,40,14,0,75,12%,7%,61,90%,6.10,45,1%,17%,30,390,45,5,6%,1%,4.708943662,3.645601793,2.440022407,4.121602564,2.995553777,3.103843537,10.03023688,8.10349872,9.984839949,0%
S01008940,Silverknowes and Davidson's Mains,City of Edinburgh,629,323,6453,93,19,10,5,6889,6865,6880,6831,3315,477,6838,1%,6,1%,4,25,0,0,68,9%,0%,59,*,5.89,22,2%,47%,46,725,4,6,1%,1%,6.355220126,3.388553459,2.86697327,3.690707965,2.673490566,2.995,10.3116195,10.02720126,9.265518868,0%
S01008941,Cramond,City of Edinburgh,1011,556,6845,99,20,10,5,6536,6544,6635,6863,3899,4007,6210,2%,19,2%,11,35,33,84,36,10%,0%,55,96%,6.24,20,0%,21%,16,160,21,13,2%,1%,8.163802497,1.321325199,4.887343927,3.672956349,4.958416572,2.727154472,4.165283768,8.959562997,17.35787741,0%
S01008942,Cramond,City of Edinburgh,829,532,6502,94,19,10,5,5652,5899.5,6549,6698,3371,6436,4645,4%,30,3%,15,30,99,0,56,12%,9%,61,88%,6.23,22,0%,30%,3,37,42,14,6%,2%,9.115058459,1.635894085,4.319026823,3.695871795,5.961709078,2.69184466,4.57326685,7.106237964,15.50279917,0%
S01008943,Cramond,City of Edinburgh,920,489,6919,100,20,10,5,6935,6848,6912,6875,2649,6062,6786,1%,7,1%,6,20,45,0,56,9%,8%,49,*,6.27,23,0%,16%,5,55,15,0,2%,0%,8.807624434,2.611069005,3.899451357,2.751335227,5.876221719,1.751971154,7.805953054,8.653438914,17.07067873,10%
S01008944,"Barnton, Cammo and Cramond South",City of Edinburgh,1111,605,6739,97,20,10,5,6904,6811,6748,6912,1776,4778,6216,1%,10,1%,8,25,45,0,46,11%,4%,62,*,6.22,15,1%,26%,13,119,25,14,2%,1%,8.521238894,3.344370681,3.102065647,4.354361111,6.751927443,2.745141844,8.365982231,6.674131293,15.14295656,2%
S01008945,"Barnton, Cammo and Cramond South",City of Edinburgh,805,460,6108,88,18,9,5,6658,6229,6710,6879,677,6156,6630.5,2%,13,2%,11,30,9,22,70,11%,3%,57,95%,6.10,14,0%,28%,4,50,18,2,2%,0%,5.656876598,5.368382353,3.429088875,6.747372093,5.834386189,6.907633333,15.98850384,11.30255754,20.97350384,7%
S01008946,"Barnton, Cammo and Cramond South",City of Edinburgh,1035,510,6238,90,18,9,5,6261,6077,6276,6873,1700,4239.5,5278,2%,25,3%,13,35,58,0,46,14%,0%,77,94%,6.38,24,0%,32%,15,147,47,10,5%,1%,5.663185307,3.946008772,1.893363487,5.191156069,5.616417215,4.78081761,9.768977522,4.611672149,13.02820724,14%
S01008947,"Barnton, Cammo and Cramond South",City of Edinburgh,1089,596,6388,92,19,10,5,6368,6128,6606,6874,1608,5257,6258,2%,24,3%,15,30,56,0,60,12%,3%,61,94%,6.34,24,0%,32%,10,93,39,1,4%,0%,6.66585842,2.968057385,2.675301035,3.790881612,4.98366651,6.094936508,12.3703222,8.828527752,14.02105597,0%
S01008948,Clermiston and Drumbrae,City of Edinburgh,736,470,6086,88,18,9,5,5429,5319,6053,6403,4089,3512,5367,4%,30,4%,17,45,30,0,64,11%,4%,79,93%,6.00,32,1%,18%,14,193,28,14,4%,2%,5.251871449,1.805117188,2.591445313,2.233040936,4.411722301,6.099181818,6.28949929,6.786899858,10.35434304,0%
S01008949,Clermiston and Drumbrae,City of Edinburgh,903,586,3463,50,10,5,3,2968,3176.5,3079,3631,4919,3541,2726,12%,106,9%,50,110,91,68,81,20%,0%,93,85%,5.87,109,2%,6%,17,191,106,15,11%,2%,5.831856061,1.056044372,3.190308442,2.027284483,4.66724026,6.557516129,3.554285714,8.397159091,10.87829545,0%
S01008950,Clermiston and Drumbrae,City of Edinburgh,988,635,4247,61,13,7,4,4413.5,3786,4281,4237,3909,1327,2707,7%,65,7%,43,85,56,60,64,15%,5%,74,86%,5.48,80,1%,10%,43,431,113,10,12%,1%,5.470403743,1.463780749,2.962270053,2.898409091,4.496272727,6.291815476,5.630510695,7.574371658,10.53830214,0%
S01008951,Clermiston and Drumbrae,City of Edinburgh,925,615,1794,26,6,3,2,1776,1846,1994,2324,1845,1742,1281,18%,164,13%,80,125,228,160,79,24%,3%,111,78%,5.24,111,2%,5%,33,361,136,24,17%,3%,5.240812044,3.031119221,2.470237226,4.277212644,5.600304136,6.375720721,10.64259428,6.507451338,12.44049574,0%
S01008952,Clermiston and Drumbrae,City of Edinburgh,875,561,1033,15,3,2,1,1162,1230,1197,665,1862,2687,1153,22%,194,16%,90,135,265,284,220,25%,5%,119,70%,4.64,132,12%,3%,22,255,145,18,18%,2%,4.77760274,3.277876712,2.131724782,4.550283843,5.423023039,6.159534884,11.10478518,6.769514321,13.16716065,0%
S01008953,Clermiston and Drumbrae,City of Edinburgh,882,582,2169,32,7,4,2,2249,2694,2485,1172,3865,1082.5,2424,15%,132,10%,58,130,71,102,94,21%,0%,107,66%,4.94,114,6%,5%,43,482,97,30,11%,3%,3.823145072,3.427466777,1.090761351,3.977878049,4.49003876,5.121901408,9.385802879,3.611838317,10.83451827,0%
S01008954,Clermiston and Drumbrae,City of Edinburgh,878,575,2609,38,8,4,2,2413,2692,2038,2858,3568,3462,3158,14%,124,10%,58,130,62,265,85,21%,9%,128,79%,5.15,112,0%,7%,17,196,86,12,10%,1%,4.863150568,2.005423295,2.202610795,3.045696629,4.942431818,5.791008969,7.285943182,6.2049375,11.33997727,0%
S01008955,East Craigs North,City of Edinburgh,634,405,5206,75,15,8,4,4556,4685,5907,6329,2129,4285,3374.5,6%,39,5%,20,55,54,23,49,14%,3%,51,91%,5.95,42,0%,24%,9,144,60,10,9%,2%,4.669167975,3.004905808,2.353237834,3.877852113,5.034693878,5.701206897,10.46133438,8.131350078,12.59020016,0%
S01008956,East Craigs North,City of Edinburgh,826,574,4961,72,15,8,4,4921,4655,5053,5504,1748,4462,2125,5%,43,5%,28,65,63,17,54,16%,10%,66,87%,6.00,45,4%,15%,11,135,99,34,11%,4%,4.426845103,2.202064351,4.897599658,7.012718121,4.626036446,5.284541284,8.395603645,12.93165718,12.03240319,0%
S01008957,East Craigs North,City of Edinburgh,1028,664,3165,46,10,5,3,2814,3048,3971,4078,1846,2667,3612,12%,127,9%,59,100,38,85,75,16%,0%,74,81%,5.69,54,5%,10%,26,256,100,4,10%,0%,4.311824257,2.877992574,3.383279703,5.524012097,4.79559901,4.918546798,9.68790099,9.253482673,12.71296782,0%
S01008958,East Craigs North,City of Edinburgh,975,638,2336,34,7,4,2,2582,2385,2339,2893,1739,2045,2287,13%,131,11%,70,140,89,102,92,20%,0%,104,80%,5.30,70,4%,5%,31,322,95,10,13%,1%,4.056644737,3.881080332,3.37767313,3.319443155,4.722586565,4.886438849,11.08358726,10.5111946,13.18334141,0%
S01008959,East Craigs North,City of Edinburgh,830,545,3964,57,12,6,3,3490,3479,4227,3534,3458,5940,2571.5,10%,80,8%,42,85,64,19,82,19%,0%,68,78%,5.27,69,2%,12%,5,61,111,6,13%,1%,3.281574505,1.67153376,4.533984284,7.02296748,3.459822468,3.78926087,7.530849825,11.95698487,9.62846915,0%
S01008960,East Craigs South,City of Edinburgh,1159,788,6591,95,19,10,5,6595,6772,6860,6552,2528,2704,3801,2%,20,1%,11,25,27,33,36,11%,6%,42,91%,6.30,32,0%,17%,29,253,82,7,9%,1%,3.047805677,2.693998362,4.249732533,6.418035714,3.249246725,3.038433735,10.89635098,12.41382369,10.39898199,1%
S01008961,East Craigs South,City of Edinburgh,691,456,5815,84,17,9,5,5947,6232,6464,5357,1510,3995.5,2211,3%,21,2%,11,40,15,43,66,13%,0%,49,85%,6.00,48,0%,8%,11,161,91,15,13%,2%,3.774996503,3.584534965,4.478692308,6.425843882,4.30348951,3.881716418,11.83575175,12.83635664,12.33416084,0%
S01008962,East Craigs South,City of Edinburgh,633,386,6075,88,18,9,5,5329,5701,5912,6383,3241,4012,5834,4%,27,3%,12,45,50,0,51,15%,9%,66,*,6.23,46,1%,14%,10,160,23,7,4%,1%,2.524366883,3.742163149,3.078283279,4.745647482,3.504399351,2.284758065,10.96357143,10.61867695,10.68497565,0%
S01008963,East Craigs South,City of Edinburgh,815,479,6521,94,19,10,5,6842,6321,5301,5350,3479,4427,6349,1%,9,2%,11,40,83,58,93,16%,9%,81,90%,5.44,42,3%,15%,11,137,17,10,2%,1%,2.081621967,3.915590677,3.167535121,5.053614458,2.51135696,3.235528455,13.13151341,8.692512771,8.738927203,0%
S01008964,East Craigs South,City of Edinburgh,541,326,6719,97,20,10,5,6179,6925,6827,6584,5931,913,6848,3%,14,1%,3,25,14,0,50,10%,0%,61,*,5.69,25,4%,21%,28,524,5,3,1%,1%,1.3039,2.863595238,2.101804762,4.022786885,2.509919048,2.860714286,8.119219048,5.334514286,6.967971429,0%
S01008965,East Craigs South,City of Edinburgh,825,482,6752,97,20,10,5,6319,6447,6293,6811,4204,3096,6253,2%,19,2%,10,45,5,0,77,14%,0%,62,95%,6.41,26,1%,25%,18,221,20,8,3%,1%,2.623712938,3.480842318,2.356199461,4.057671958,3.446418464,3.263608247,7.791071429,6.770956873,9.176152291,0%
S01008966,East Craigs South,City of Edinburgh,590,346,6405,92,19,10,5,6694,6143,6143,5677,2717,3313,6672,2%,9,3%,9,45,12,0,52,13%,0%,76,88%,5.72,34,1%,13%,12,206,13,1,2%,0%,3.832864407,4.260898305,2.103080508,3.076396396,4.596627119,4.117383178,10.74298305,6.860694915,12.1474322,0%
S01008967,Corstorphine North,City of Edinburgh,1065,620,6812,98,20,10,5,6666,5868,6295,6726,5572,3264,6697,2%,17,3%,18,45,10,33,59,12%,7%,61,95%,6.33,38,0%,22%,22,209,21,3,2%,0%,2.276588517,2.664478469,1.629480861,3.563867925,2.726736842,3.795786164,7.121105263,5.416803828,8.424913876,0%
S01008968,Corstorphine North,City of Edinburgh,1625,1019,6061,87,18,9,5,5987,5932,6122,6350,1714,4203,6445,3%,48,3%,29,45,28,18,60,14%,3%,59,94%,5.89,28,2%,14%,24,150,30,2,3%,0%,3.607038616,3.525310933,2.848839017,3.849070707,3.640275827,5.311882845,15.0194985,12.90681545,16.20962889,0%
S01008969,Corstorphine North,City of Edinburgh,1129,663,4967,72,15,8,4,5136,4830,5477,5591,1401,2368,4671,5%,53,5%,30,55,59,29,60,12%,5%,71,91%,5.96,52,2%,10%,32,287,73,10,7%,1%,4.988550092,3.482224265,3.43234375,2.899723183,4.595096507,6.479237805,13.13133961,9.708639706,14.86944164,1%
S01008970,Corstorphine,City of Edinburgh,981,620,6880,99,20,10,5,6650,6302,6411,6764,5261,3785,5845,2%,16,2%,14,35,38,14,67,13%,5%,61,95%,6.06,24,0%,22%,17,176,38,11,4%,1%,2.406321499,2.209479783,1.634139546,3.295463918,2.324982742,4.57447619,8.631257396,5.698333333,8.606153846,0%
S01008971,Corstorphine,City of Edinburgh,731,465,6740,97,20,10,5,6640,6652,6916,6951,2341,3709,6883,2%,12,2%,8,30,5,0,17,10%,0%,45,*,6.58,13,0%,23%,13,180,3,6,0%,1%,3.911979914,3.441291248,2.343884505,2.978203593,3.877112626,5.656276596,13.24274032,8.680200861,13.1533142,0%
S01008972,Corstorphine,City of Edinburgh,781,471,6824,98,20,10,5,6789,6957,6280,6962,3340,2793,6718,1%,10,1%,3,40,94,0,92,12%,7%,53,*,6.09,9,0%,39%,19,246,13,4,2%,1%,3.927020807,3.11112232,1.884539723,3.430748031,3.771844262,5.8619375,10.09752207,5.711399748,10.31203342,0%
S01008973,Corstorphine,City of Edinburgh,944,572,5732,83,17,9,5,5774.5,4644.5,5815,6246,3928,2648,3096,3%,32,5%,28,40,57,16,87,20%,0%,58,*,6.17,42,0%,19%,24,258,74,10,10%,1%,3.917789409,2.578626847,1.545498768,3.342922078,3.985628079,6.46625,8.525541872,5.104119458,9.276323892,0%
S01008974,Corstorphine,City of Edinburgh,832,501,6569,95,19,10,5,6075,5562,5233,6525,6938,4488,3342,3%,23,3%,17,55,20,53,78,14%,0%,84,95%,6.17,34,1%,14%,11,134,71,18,9%,2%,1.857291407,1.247960772,1.070052927,2.118590909,1.37261208,4.71725,4.219178082,3.445460772,3.782976339,0%
S01008975,Corstorphine,City of Edinburgh,766,424,3205,46,10,5,3,3038,3400,2325,2499,6313,2564,2402,11%,88,8%,34,120,81,84,115,22%,0%,119,89%,*,67,3%,3%,20,265,91,12,13%,2%,2.14490728,1.320133929,1.90876717,1.555939086,2.359941621,4.773876404,3.627589286,5.246504121,6.614972527,1%
S01008976,Corstorphine,City of Edinburgh,563,322,6943,100,20,10,5,6665,6403,6567,6865,5721,4968,4910,2%,9,2%,7,40,13,0,42,10%,3%,62,*,6.40,25,0%,23%,6,108,32,5,6%,1%,2.751885714,1.979385714,2.049804762,2.169848485,3.096519048,4.408186813,6.080728571,5.95607619,9.666404762,0%
S01008977,Carrick Knowe,City of Edinburgh,620,362,6804,98,20,10,5,6885,5699,6656,6358,4683,4859,4683.5,1%,6,3%,11,25,22,0,77,13%,0%,68,89%,6.00,36,0%,23%,7,114,37,9,6%,1%,3.312061983,2.537739669,1.818586777,2.015,3.622590909,5.279035088,8.513280992,5.771239669,11.02743388,0%
S01008978,Carrick Knowe,City of Edinburgh,640,430,5651,82,17,9,5,6217.5,6320,6473,4244,1658,3317,1509,3%,16,2%,10,40,6,22,71,15%,0%,48,81%,5.81,72,1%,10%,13,206,92,12,16%,2%,4.608625,3.785413793,2.30287931,2.900677966,4.945771552,6.194823529,13.42339655,9.549137931,15.94650862,0%
S01008979,Carrick Knowe,City of Edinburgh,718,527,4464,64,13,7,4,3711,5430,6171,3658,1944,1607,3757,9%,63,4%,19,45,17,51,39,12%,2%,67,78%,5.35,63,0%,7%,27,381,69,4,9%,1%,4.960164872,3.821204576,1.783967026,3.039215116,5.297150067,5.675819672,12.40102288,7.468909825,16.01280619,0%
S01008980,Carrick Knowe,City of Edinburgh,830,585,3800,55,11,6,3,2986,4410,3658,3007,4297,3473,1962,12%,97,5%,31,85,147,15,62,17%,5%,103,78%,5.17,79,5%,12%,16,195,121,10,15%,1%,4.278153477,3.095494604,1.024097722,2.588832487,4.616690647,4.91257764,9.214292566,4.219688249,12.82752998,0%
S01008981,Corstorphine South,City of Edinburgh,749,428,6800,98,20,10,5,6339,6408,5891,5948,4825,5794,5807,2%,17,2%,9,35,58,23,88,13%,13%,79,92%,5.71,53,0%,17%,5,68,27,8,4%,1%,3.225406073,2.452242232,1.683012006,2.525642857,3.568283898,4.630462185,7.509872881,6.018227401,11.12384887,0%
S01008982,Corstorphine South,City of Edinburgh,814,555,4351,63,13,7,4,3917,4314,4495,2868,5153,3417.5,1810,8%,65,6%,31,65,62,50,107,16%,3%,78,75%,5.50,78,1%,4%,16,199,116,13,15%,2%,3.821365653,2.891720532,0.908304816,3.11219697,4.192325729,3.891485507,7.75333967,3.342661597,11.36597592,0%
S01008983,Corstorphine South,City of Edinburgh,643,495,2814,41,9,5,3,3144,3743,3573,1432,2468,1451,1322,11%,71,7%,34,80,127,90,127,17%,3%,86,75%,4.00,83,4%,5%,26,410,96,29,15%,4%,3.242592308,3.066730769,3.386988462,4.012153846,4.022980769,3.0265,13.16368846,11.82527692,12.6175,0%
S01008984,Corstorphine South,City of Edinburgh,501,344,4126,60,12,6,3,3819,4105,3924,2711,3553,6366,2893,8%,42,6%,21,75,33,104,85,17%,4%,99,78%,5.62,82,10%,5%,*,*,52,13,10%,3%,3.440646718,2.86090251,1.978851351,3.720729167,3.949029923,3.43766129,11.05940154,6.58953668,13.5148166,0%
S01008985,Corstorphine South,City of Edinburgh,926,655,4694,68,14,7,4,4290,4763,5584,3929,4085,1183,2316,7%,64,5%,30,45,40,17,67,16%,4%,77,81%,5.58,69,3%,12%,43,459,76,22,11%,3%,2.641859352,2.385397644,2.587923417,3.326725888,3.383111193,2.971728395,9.781686303,8.710972018,10.00321429,0%
S01008986,Corstorphine South,City of Edinburgh,790,465,6672,96,20,10,5,6525.5,6149,5485,6293,4875,4114,4163,2%,15,3%,12,45,55,0,76,17%,4%,77,95%,6.19,59,1%,14%,12,154,62,9,8%,1%,2.178887157,1.978855985,2.633569202,3.003368421,2.939413965,3.582903226,8.936926434,8.906402743,9.808379052,0%
S01008987,South Gyle,City of Edinburgh,783,473,6585,95,19,10,5,6256,5332,5770,6055,5511,6634,4060,2%,19,4%,18,45,26,22,79,14%,10%,69,93%,5.85,44,0%,12%,*,*,73,2,9%,0%,2.058835158,1.86314781,3.016803528,1.77375,2.820082117,3.495872093,8.883984185,7.905553528,8.656867397,0%
S01008988,South Gyle,City of Edinburgh,1090,643,4913,71,15,8,4,4341,4578,4627,4961,4083,3064,2141,7%,74,5%,32,55,33,26,81,18%,11%,93,88%,5.83,66,3%,13%,24,223,119,23,13%,2%,2.297918242,2.572573251,2.985647448,2.767614679,2.867885161,4.738440594,8.908809074,8.457523629,8.671148393,1%
S01008989,South Gyle,City of Edinburgh,610,478,5113,74,15,8,4,5739,5611,6060,4009,1511,2957,920,3%,21,3%,16,45,28,0,76,12%,0%,73,87%,5.40,55,4%,6%,14,233,126,18,19%,3%,2.831872129,4.322813936,4.26906585,5.696089109,4.29219755,3.07972973,15.82065084,14.97147014,12.80512634,0%
S01008990,South Gyle,City of Edinburgh,904,651,4773,69,14,7,4,4664,5518,6092,4012,1291,4064,700,6%,53,3%,22,40,24,105,51,18%,5%,54,85%,5.22,54,4%,9%,14,157,150,28,20%,4%,2.570644505,4.558595658,4.504114654,5.865777778,4.04160787,3.321397059,17.06284939,16.26144166,12.7905597,1%
S01008991,South Gyle,City of Edinburgh,927,673,5663,82,17,9,5,4892,6304,6406,5268,1710,4747,4251,5%,49,2%,15,35,41,14,78,13%,3%,58,84%,5.73,50,0%,14%,11,120,65,16,7%,2%,1.758489305,4.867622995,4.814243316,6.298891509,3.231858289,3.595756303,17.00648663,16.98155882,10.57128075,0%
S01008992,South Gyle,City of Edinburgh,578,381,3090,45,9,5,3,3217,3876,3277,3663,3043,136,3480,11%,62,7%,25,105,134,101,87,16%,5%,86,84%,5.29,67,4%,9%,68,1174,43,17,8%,3%,1.842780249,3.951663701,3.406681495,4.540151515,2.746739324,3.77,12.1422331,9.190204626,8.989132562,1%
S01008993,"Ratho, Ingliston and Gogar",City of Edinburgh,1037,681,4580,66,14,7,4,5534,5153,5378,5718,1206,262,4339,4%,40,4%,27,50,74,0,81,16%,3%,74,89%,5.90,42,0%,9%,95,918,67,23,6%,2%,2.76102294,5.230884831,4.805208333,6.455763158,2.775870787,6.059364162,14.59532303,11.03876639,9.423349719,27%
S01008994,"Ratho, Ingliston and Gogar",City of Edinburgh,760,452,3167,46,10,5,3,3141,3136,3651,2281,3783,2871,1848,11%,84,9%,39,80,81,103,62,19%,10%,93,83%,5.07,139,1%,4%,18,240,112,13,14%,2%,6.019838292,1.71135511,1.656520052,2.083347826,8.11461837,7.656071429,4.312532342,3.22207956,20.02584088,0%
S01008995,"Ratho, Ingliston and Gogar",City of Edinburgh,813,537,6399,92,19,10,5,6547.5,6288,6408,6259,2163,3604,5266.5,2%,15,2%,12,30,52,37,67,12%,9%,68,93%,5.63,33,0%,17%,15,187,43,11,5%,1%,5.842006388,1.643101045,2.621582462,3.360212766,8.037102207,8.260472637,4.440383275,6.151144019,20.56153891,4%
S01008996,"Ratho, Ingliston and Gogar",City of Edinburgh,883,554,3588,52,11,6,3,3978,3975,3337,3109,1588,2571,4215,8%,69,6%,35,90,67,17,114,18%,0%,114,86%,5.70,136,7%,10%,23,264,36,13,6%,2%,3.30966637,5.299288256,1.681005338,2.938316327,6.725658363,8.072018349,11.00894128,5.269395018,13.75438612,6%
S01008997,"Dalmeny, Kirkliston and Newbridge",City of Edinburgh,1106,727,4111,59,12,6,3,4314,4992,4202,4368,839,2138,5375,7%,76,4%,31,75,14,55,84,15%,0%,105,88%,5.58,82,2%,10%,34,311,41,18,4%,2%,3.949156504,4.88542937,2.988541667,3.236254125,7.214677337,8.312165605,14.58675305,10.31240854,19.42424289,14%
S01008998,"Dalmeny, Kirkliston and Newbridge",City of Edinburgh,796,520,1455,21,5,3,2,1607,2654,1963,794,660,2422,573,19%,149,10%,53,140,33,329,113,23%,4%,112,65%,4.61,117,6%,4%,22,280,121,42,19%,7%,5.755433917,6.780911624,4.233742038,6.966735669,8.070274682,11.09303797,12.20109076,8.183949045,19.80094745,1%
S01008999,"Dalmeny, Kirkliston and Newbridge",City of Edinburgh,836,481,3132,45,9,5,3,3104,3425.5,2861,3901,1798,2000,3606,11%,94,8%,38,95,261,20,108,19%,11%,109,84%,6.00,95,3%,7%,27,327,78,10,9%,1%,6.773767564,2.74537178,2.212549766,3.565990566,7.581050937,12.13208333,5.34602459,5.136364169,17.66551815,0%
S01009000,"Dalmeny, Kirkliston and Newbridge",City of Edinburgh,1550,953,5452,79,16,8,4,5552,6204,6223,5762,751,3768,5614,4%,59,2%,23,40,21,0,68,13%,4%,73,91%,5.87,48,1%,13%,27,176,42,8,5%,1%,5.114217892,5.56845225,3.941399561,5.76016791,5.109481339,9.198059937,13.95070252,9.089253568,19.10777168,9%
S01009001,"Dalmeny, Kirkliston and Newbridge",City of Edinburgh,935,551,4890,71,15,8,4,4610,4212,5225,5909,1441,5615,6620,6%,56,6%,32,70,12,18,88,13%,0%,72,94%,5.87,52,1%,10%,7,76,15,8,2%,1%,5.579563626,4.06049268,2.565934685,2.739530516,6.256058559,10.33774775,10.31634009,6.47785473,17.31622748,0%
S01009002,"Dalmeny, Kirkliston and Newbridge",City of Edinburgh,2360,1513,5248,76,16,8,4,4828,5768,5565,6269,959,4581,5009,5%,128,3%,46,45,26,7,76,14%,4%,89,92%,6.13,36,3%,17%,30,129,47,8,6%,1%,4.154749093,4.830426239,4.151925635,2.750040706,4.149903265,5.993146552,16.55232164,14.27592503,17.95342201,17%
S01009003,Queensferry East,City of Edinburgh,982,628,6076,88,18,9,5,4725,5665,5924,6662,4944,3310,6134,6%,56,3%,20,45,16,16,70,15%,10%,65,*,5.95,35,3%,27%,20,206,25,14,3%,1%,3.736620708,2.471326743,2.410941727,1.565974659,2.921103018,3.190693431,7.081758585,7.092679501,8.942825182,4%
S01009004,Queensferry East,City of Edinburgh,693,431,5168,75,15,8,4,4480,4832.5,4792,3920,3980,6575,4970,6%,44,5%,19,65,34,23,74,17%,4%,75,88%,5.32,71,1%,5%,*,*,44,3,6%,0%,2.615209559,3.221018382,3.138819853,2.892513812,2.250514706,5.18799435,7.356617647,7.357253676,5.718375,16%
S01009005,Queensferry East,City of Edinburgh,756,462,5572,80,16,8,4,4253,5309,4887,5964,5197,4234,4030,7%,53,4%,17,60,5,40,94,17%,3%,89,*,5.69,61,0%,10%,11,147,56,11,8%,2%,2.071770548,2.816955479,2.733386986,2.437438424,1.791917808,5.777697842,7.030205479,7.030205479,5.285027397,2%
S01009006,Queensferry East,City of Edinburgh,756,449,5077,73,15,8,4,4680,4392,3382,5285,6514,3387,3601,6%,44,5%,24,90,54,21,118,20%,5%,96,94%,5.67,74,5%,16%,15,201,75,4,10%,1%,2.007826371,2.229765013,2.147708877,1.935190476,1.374092689,4.820748031,6.64848564,6.649275457,5.094875979,0%
S01009007,Queensferry East,City of Edinburgh,712,456,4427,64,13,7,4,4407,3375,3266,4243,6083,4595,2847,7%,47,8%,36,95,125,121,124,18%,0%,82,86%,5.79,85,3%,10%,9,128,76,13,11%,2%,2.551433666,2.372706847,2.288955064,1.781554404,1.734629101,3.75532967,7.412061341,7.412061341,7.232196862,0%
S01009008,Queensferry East,City of Edinburgh,917,548,5573,80,16,8,4,4994,5045,5191,5682,6199,1388,5738,5%,46,4%,23,45,69,36,76,18%,7%,78,93%,5.67,43,3%,13%,38,420,34,13,4%,1%,2.083482533,1.326034389,1.303894651,1.505748899,1.616626638,4.883601695,4.309508734,4.30058952,5.407781114,10%
S01009009,Queensferry West,City of Edinburgh,476,287,1664,24,5,3,2,1506,1584,1888,1836,5485,889,1634,20%,93,14%,41,135,153,189,100,22%,4%,115,76%,4.88,118,3%,6%,25,532,73,9,15%,2%,2.265861345,1.986764706,2.028529412,2.428170732,2.760698529,5.7075,5.651680672,5.651680672,7.509002101,0%
S01009010,Queensferry West,City of Edinburgh,977,664,6263,90,18,9,5,5509,5561,5768,5967,4327,5919,4957,4%,38,3%,22,45,38,0,102,14%,2%,71,91%,6.10,38,1%,9%,6,62,59,12,6%,1%,2.559027914,2.6156905,2.655969638,2.10439834,3.313339863,6.25190184,7.017815867,7.024358472,9.09820764,0%
S01009011,Queensferry West,City of Edinburgh,880,608,6568,95,19,10,5,6803.5,6271,6676,6425,1667,6251,6314,1%,11,2%,14,35,13,0,70,12%,5%,49,*,5.68,30,2%,12%,4,46,27,4,3%,0%,3.325612069,3.258818966,3.299324713,2.821023622,3.972531609,6.94262963,10.77511494,10.78145977,12.85428736,35%
S01009012,Queensferry West,City of Edinburgh,760,495,6610,95,19,10,5,6897,6218,6344,6741,1972,5538,5722,1%,7,2%,12,40,38,0,52,15%,0%,57,*,6.25,28,0%,9%,6,80,28,11,4%,1%,2.682599734,3.590984043,3.625538564,2.975146341,3.988487367,7.208876812,9.132327128,9.16337766,11.19918883,16%
